"","Site_Name","AnnualMeanTemp","MeanDiurnalRange","Isothermality","TempSeasonality","MaxTempWarmestMonth","MinTempColdestMonth","TempAnnualRange","MeanTempWettestQuarter","MeanTempDriestQuarter","MeanTempWarmestQuarter","MeanTempColdestQuarter","AnnualPrecipitation","PrecipWettestMonth","PrecipDriestMonth","PrecipSeasonality","PrecipWettestQuarter","PrecipDriestQuarter","PrecipWarmestQuarter","PrecipColdestQuarter"
"28","HardyCreek",10.3398332595825,7.96099996566772,39.9488143920898,415.526275634766,22.1760005950928,2.24799990653992,19.9280014038086,5.5939998626709,15.5766668319702,15.5766668319702,5.32333326339722,1527,170,68,24.3052215576172,480,250,250,466
"29","MinesRd",16.3543338775635,9.97466564178467,49.8434257507324,379.563018798828,25.8519992828369,5.84000015258789,20.011999130249,20.6653327941895,12.1466665267944,20.8313331604004,11.4433326721191,1564,226,38,47.3099822998047,642,159,564,201
"30","Tinebank",15.4071664810181,9.42099952697754,48.1449279785156,381.928924560547,24.8680000305176,5.30000019073486,19.568000793457,19.7719993591309,11.1619997024536,19.931999206543,10.4840002059937,1646,235,41,46.4151840209961,670,173,590,217
"31","Lorne",17.2814998626709,9.89433288574219,49.810375213623,374.505554199219,26.492000579834,6.62799978256226,19.8640003204346,21.5340003967285,13.1033334732056,21.6786670684814,12.4133329391479,1509,215,44,41.0837020874023,579,172,498,229
"32","BirdTree",17.2775001525879,9.21966648101807,49.0094985961914,362.811309814453,26.007999420166,7.19600009918213,18.8120002746582,21.4340000152588,13.195333480835,21.5353336334229,12.5820007324219,1584,223,52,38.0154113769531,584,194,495,266
"33","A-Tree",16.224666595459,9.95600032806396,49.180004119873,386.687042236328,25.8439998626709,5.59999990463257,20.2439994812012,20.6000003814697,11.9566669464111,20.771333694458,11.2040004730225,1514,219,36,48.2936325073242,627,151,554,189
"34","BlackBull",15.5343332290649,8.91266632080078,45.6404457092285,393.6044921875,24.6480007171631,5.11999988555908,19.5279998779297,19.9373340606689,11.1686668395996,20.1026668548584,10.3673334121704,1586,235,49,45.8825531005859,635,173,609,209
"35","Bruxner",18.3451671600342,8.94700050354004,47.298583984375,363.632415771484,26.6879997253418,7.77200031280518,18.9160003662109,22.431999206543,14.3033332824707,22.5313339233398,13.5440006256104,1661,243,40,45.9375991821289,639,169,547,223
"36","Osullivans",17.5473327636719,9.23733329772949,48.2619285583496,375.336700439453,26.568000793457,7.42799997329712,19.1400012969971,21.8020000457764,13.3613328933716,21.9566669464111,12.6553335189819,1171,157,56,30.1639175415039,400,181,335,231
"37","Herberton",19.5590000152588,9.43533325195312,53.4156074523926,300.507476806641,27.8080005645752,10.1440000534058,17.6640014648438,21.4853324890137,18.0926666259766,22.7946662902832,15.4733333587646,2209,408,39,70.4229431152344,1081,142,856,314
"38","Lamb Range",19.1599998474121,7.79400014877319,51.3709449768066,276.928985595703,26.5160007476807,11.3439998626709,15.1720008850098,21.9386672973633,16.0879993438721,22.1706657409668,15.4013338088989,1529,376,18,91.2583694458008,914,83,806,107
"39","Baldy",19.7501659393311,9.51233291625977,54.5557060241699,288.615356445312,28.0200004577637,10.5839996337891,17.4360008239746,22.5006675720215,18.3920001983643,22.8346672058105,15.8080005645752,1689,349,22,79.9759826660156,925,93,788,158
"40","Koombooloomba",19.8040008544922,8.46333312988281,49.889965057373,309.742584228516,27.7719993591309,10.8079996109009,16.9640007019043,21.9599990844727,18.1199989318848,23.2019996643066,15.6093330383301,2352,453,51,68.3466796875,1151,184,843,362
"41","BlackRiver",12.4055004119873,8.19299983978271,50.5865669250488,279.509033203125,21.1599998474121,4.96400022506714,16.1959991455078,9.30866622924805,15.9613332748413,15.9613332748413,9.03533363342285,1143,146,44,34.3218307495117,402,158,158,395
"42","BondTier",12.4355001449585,7.2243332862854,49.4140472412109,257.103210449219,20.511999130249,5.89200019836426,14.6199989318848,9.36999988555908,15.7446660995483,15.7446660995483,9.36999988555908,1238,159,50,34.3992233276367,440,180,180,440
"43","Supersite",9.82250022888184,8.05299949645996,48.0833511352539,307.062072753906,18.9479999542236,2.20000004768372,16.7479991912842,6.56333351135254,13.5086669921875,13.5086669921875,5.93933343887329,1555,173,76,23.9852962493896,499,258,258,472
"44","Mackenzie",7.80816650390625,8.59899997711182,48.6919593811035,332.946533203125,17.923999786377,0.263999998569489,17.6599998474121,4.10599994659424,11.9079999923706,11.9079999923706,3.72733330726624,1595,195,66,29.8938484191895,540,245,245,539
"45","MtMaurice",8.41666698455811,8.22399997711182,47.3405494689941,333.667297363281,17.9599990844727,0.587999999523163,17.3719997406006,4.7039999961853,12.5606670379639,12.5606670379639,4.31133317947388,1138,137,47,29.3722610473633,386,184,184,384
"46","BenRidge",7.98466682434082,8.04733371734619,46.7541999816895,335.943206787109,17.488000869751,0.275999993085861,17.2120018005371,4.25266647338867,12.1573333740234,12.1573333740234,3.84800004959106,1151,137,49,27.6706008911133,384,191,191,382
"47","MtField",7.21600008010864,8.18666648864746,48.3160209655762,316.821563720703,17.0279998779297,0.0839999988675117,16.9440002441406,3.75399994850159,11.1359996795654,11.1359996795654,3.367999792099,1396,152,80,19.9721431732178,435,257,257,402
"48","Caveside",7.01466655731201,8.97333335876465,50.2989540100098,331.302978515625,17.423999786377,-0.416000008583069,17.8400001525879,3.33399987220764,11.1940002441406,11.1940002441406,3.04666662216187,1162,137,53,26.2913494110107,382,190,190,379
