"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","Potential","site","range_ci","size_from","size_to","class_from","class_to","int","size_int","which"
"128","Canopy large","Canopy large",-0.306116889559454,-0.557733399161666,-0.0545003799572412,-0.316724462489852,-0.295509316629055,0.12837812918346,"Potential 1","ZigZag",0.503233019204425," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"213","Canopy small","Canopy large",0.0449867250435056,-0.0658362698706707,0.155809719957682,0.0415423921236172,0.0484310579633939,0.0565433833419053,"Potential 1","ZigZag",0.221645989828353," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"313","Subcanopy large","Canopy large",0.0170558777470721,-0.1212111099816,0.155322865475744,0.0124446467501724,0.0216671087439718,0.0705456777876044,"Potential 1","ZigZag",0.276533975457344," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"48","Subcanopy small","Canopy large",-0.0385759141974004,-0.100441957649993,0.0232901292551917,-0.0416058542475234,-0.0355459741472774,0.0315648878961979,"Potential 1","ZigZag",0.123732086905184," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"613","Canopy small","Canopy small",0.190538739513477,0.0466546043947535,0.3344228746322,0.182830867693703,0.19824661133325,0.0734116219755378,"Potential 1","ZigZag",0.287768270237446," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"78","Subcanopy large","Canopy small",0.0285920220858771,-0.0573432176678582,0.114527261839612,0.0251574073982075,0.0320266367735467,0.0438453157464022,"Potential 1","ZigZag",0.171870479507471," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"88","Subcanopy small","Canopy small",0.0164276161852278,-0.0294840452231899,0.0623392775936455,0.0135752863106958,0.0192799460597598,0.023424747480343,"Potential 1","ZigZag",0.0918233228168354," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1112","Subcanopy large","Subcanopy large",-0.0196904743837093,-0.214972868849684,0.175591920082266,-0.0297615304292174,-0.00961941833820109,0.099635705557009,"Potential 1","ZigZag",0.39056478893195," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"129","Subcanopy small","Subcanopy large",-0.049018565590137,-0.106207772635563,0.00817064145528931,-0.0525342098650598,-0.0455029213152141,0.0291787030254267,"Potential 1","ZigZag",0.114378414090853," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"168","Subcanopy small","Subcanopy small",0.153858178848207,0.0144893644134959,0.293226993282919,0.125664439978604,0.182051917717811,0.0711078446002248,"Potential 1","ZigZag",0.278737628869423," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"130","Canopy large","Canopy large",0.0167328037685548,-0.136060312594928,0.169525920132038,0.0101942191183641,0.0232713884187454,0.0779571040941036,"Potential 1","NorthStyx",0.305586232726966," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"214","Canopy small","Canopy large",0.0246129582443149,-0.0322788123778147,0.0815047288664445,0.0228303858856757,0.0263955306029541,0.0290269469596812,"Potential 1","NorthStyx",0.113783541244259," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"314","Subcanopy large","Canopy large",0.0773562361364414,-0.0694517865855236,0.224164258858406,0.074183237181855,0.0805292350910278,0.0749034287772469,"Potential 1","NorthStyx",0.29361604544393," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"49","Subcanopy small","Canopy large",-0.12906936953672,-0.220229450589591,-0.0379092884838498,-0.13225077501895,-0.125887964054491,0.0465111000875167,"Potential 1","NorthStyx",0.182320162105741," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"614","Canopy small","Canopy small",0.403816374187967,0.302368923639199,0.505263824736735,0.394660511738862,0.412972236637072,0.0517598544406798,"Potential 1","NorthStyx",0.202894901097536," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"79","Subcanopy large","Canopy small",-0.122539728264948,-0.233893133724861,-0.0111863228050351,-0.12597059408279,-0.119108862447107,0.0568140059400349,"Potential 1","NorthStyx",0.222706810919826," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"89","Subcanopy small","Canopy small",0.124518738781388,0.044204723182629,0.204832754380147,0.120033659360107,0.129003818202669,0.0409772915381434,"Potential 1","NorthStyx",0.160628031197518," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1113","Subcanopy large","Subcanopy large",-0.0958876183820328,-0.496685084179752,0.304909847415687,-0.103850858305927,-0.0879243784581389,0.204492260551295,"Potential 1","NorthStyx",0.801594931595439," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"1210","Subcanopy small","Subcanopy large",0.24930141655598,0.0459634121335865,0.452639420978373,0.242920153738028,0.255682679373931,0.10374578616051,"Potential 1","NorthStyx",0.406676008844786," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"169","Subcanopy small","Subcanopy small",0.279269928837462,0.0884851312695045,0.470054726405419,0.268206536869365,0.290333320805559,0.0973409710958179,"Potential 1","NorthStyx",0.381569595135915," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"131","Canopy large","Canopy large",-0.15939864582874,-0.395898841749715,0.077101550092236,-0.1703491227648,-0.148448168892679,0.120665582524199,"Potential 1","Newline",0.473000391841951," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"215","Canopy small","Canopy large",-0.0399474039750616,-0.107662362384388,0.0277675544342646,-0.0424951638596828,-0.0373996440904405,0.0345490830155315,"Potential 1","Newline",0.135429916818652," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"410","Canopy small","Canopy small",0.269549626035732,0.160379821546922,0.378719430524542,0.26181264483084,0.277286607240624,0.0556999033400242,"Potential 1","Newline",0.21833960897762," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"132","Canopy large","Canopy large",-0.323886836097147,-0.548668738368998,-0.0991049338252959,-0.338037350705658,-0.309736321488636,0.114686751412221,"Potential 1","WaratahMix",0.449563804543702," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"216","Canopy small","Canopy large",-0.143235877028534,-0.203929260404853,-0.0825424936522142,-0.146256742305199,-0.140215011751868,0.0309665809448854,"Potential 1","WaratahMix",0.121386766752639," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"411","Canopy small","Canopy small",0.148669922895229,0.00665712184926992,0.290682723941187,0.140206864488323,0.157132981302134,0.0724568421492118,"Potential 1","WaratahMix",0.284025602091918," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"133","Canopy large","Canopy large",-0.0953849226110598,-0.322987683430626,0.132217838208506,-0.102531590259267,-0.0882382549628529,0.116125991403346,"Potential 1","WogWay",0.455205521639132," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"217","Canopy small","Canopy large",-0.0223296497621478,-0.0741357128117881,0.0294764132874924,-0.0236698198321902,-0.0209894796921054,0.0264321505182135,"Potential 1","WogWay",0.103612126099281," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"412","Canopy small","Canopy small",0.459091803724864,0.35640988541836,0.561773722031369,0.449425549333635,0.468758058116094,0.0523896965028164,"Potential 1","WogWay",0.205363836613008," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"134","Canopy large","Canopy large",-0.389123716172669,-0.774309731023123,-0.00393770132221449,-0.397779564964113,-0.380467867381224,0.196527088195881,"Potential 1","Goodenia",0.770372029700908," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"218","Canopy small","Canopy large",-0.0240218562488757,-0.189908718842685,0.141865006344934,-0.0272722581229612,-0.0207714543747901,0.0846377096223727,"Potential 1","Goodenia",0.331773725187619," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"315","Subcanopy small","Canopy large",0.0125154051799819,-0.169781699969165,0.194812510329128,0.00925262750492194,0.0157781828550419,0.0930104362055032,"Potential 1","Goodenia",0.364594210298293," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"55","Canopy small","Canopy small",0.209805820575755,0.0159997008401271,0.403611940311383,0.204318373104232,0.215293268047278,0.0988824903234682,"Potential 1","Goodenia",0.387612239471256," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"615","Subcanopy small","Canopy small",-0.0995250567194249,-0.21130646519778,0.0122563517589298,-0.101643448511081,-0.0974066649277684,0.0570323788396482,"Potential 1","Goodenia",0.223562816956709," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"95","Subcanopy small","Subcanopy small",0.311910124502294,0.0401950831370713,0.583625165867517,0.305001922585818,0.31881832641877,0.138632670553376,"Potential 1","Goodenia",0.543430082730446," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"135","Canopy large","Canopy large",-0.260239325794349,-0.53051898062579,0.0100403290370919,-0.268430990536942,-0.252047661051757,0.137900317027952,"Potential 1","Candelo",0.540559309662882," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"219","Canopy small","Canopy large",0.0263860285476077,-0.0847028953306873,0.137474952425903,0.0237699503099354,0.02900210678528,0.0566790638779846,"Potential 1","Candelo",0.22217784775659," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"413","Canopy small","Canopy small",0.403268640668308,0.280627103741192,0.525910177595424,0.391848905756326,0.41468837558029,0.0625733625181363,"Potential 1","Candelo",0.245283073854231," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"136","Canopy large","Canopy large",-0.25576771342721,-0.609232291516837,0.0976968646624164,-0.264037049146248,-0.247498377708172,0.180342384287523,"Potential 1","ANU101",0.706929156179253," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"220","Canopy small","Canopy large",-0.159620475206212,-0.278134191943777,-0.0411067584686472,-0.162526774374646,-0.156714176037779,0.0604672931096623,"Potential 1","ANU101",0.23702743347513," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"316","Subcanopy large","Canopy large",0.053686513633868,-0.231751975902156,0.339125003169892,0.0494983883295968,0.0578746389381391,0.145634558485526,"Potential 1","ANU101",0.570876979072047," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"414","Subcanopy small","Canopy large",-0.0412055620317605,-0.162599610384411,0.08018848632089,-0.0442916670368115,-0.0381194570267096,0.0619368770600844,"Potential 1","ANU101",0.242788096705301," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"616","Canopy small","Canopy small",-0.00998833555280775,-0.206910306732262,0.186933635626647,-0.0166289937831327,-0.00334767732248278,0.100472239659886,"Potential 1","ANU101",0.393843942358909," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"710","Subcanopy large","Canopy small",-0.0911779755575214,-0.269846038955455,0.0874900878404119,-0.0935175204058599,-0.0888384307091829,0.0911588502682928,"Potential 1","ANU101",0.357336126795867," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"810","Subcanopy small","Canopy small",-0.0695082706660822,-0.15512562516814,0.0161090838359755,-0.0718006238681699,-0.0672159174639945,0.0436831264132384,"Potential 1","ANU101",0.171234709004115," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1114","Subcanopy large","Subcanopy large",0.138732872339412,-0.307538881191619,0.585004625870444,0.133680794184979,0.143784950493846,0.227693854096895,"Potential 1","ANU101",0.892543507062063," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"1211","Subcanopy small","Subcanopy large",0.0501081843258416,-0.111626459743652,0.211842828395335,0.047075494846101,0.0531408738055822,0.0825191918551746,"Potential 1","ANU101",0.323469288138986," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1610","Subcanopy small","Subcanopy small",0.218649690163463,0.0719126927181825,0.365386687608743,0.210810373612672,0.226489006714253,0.0748671907253006,"Potential 1","ANU101",0.29347399489056," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"137","Canopy large","Canopy large",-0.687512941438592,-1.10663469428838,-0.268391188588805,-0.702738124186631,-0.672287758690553,0.213841558393811,"Potential 1","Ada Tree",0.838243505699576," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"221","Canopy small","Canopy large",-0.286326064258624,-0.523672882571197,-0.04897924594605,-0.292924325058036,-0.279727803459212,0.121097540661326,"Potential 1","Ada Tree",0.474693636625148," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"317","Subcanopy large","Canopy large",0.197321751074256,-0.0515890030720602,0.446232505220573,0.192000145963276,0.202643356185237,0.126997616338715,"Potential 1","Ada Tree",0.497821508292633," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"415","Subcanopy small","Canopy large",0.0228289881701449,-0.100050013317668,0.145707989657958,0.0190593497346391,0.0265986266056507,0.0626945201325466,"Potential 1","Ada Tree",0.245758002975625," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"617","Canopy small","Canopy small",-0.280927995547479,-0.565341654719798,0.00348566362483921,-0.290278201075231,-0.271577790019727,0.145111676242899,"Potential 1","Ada Tree",0.568827318344637," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"711","Subcanopy large","Canopy small",0.141490386836725,-0.0390583118295059,0.322039085502955,0.137239381997475,0.145741391675975,0.0921183756897452,"Potential 1","Ada Tree",0.361097397332461," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"811","Subcanopy small","Canopy small",0.0953922578523795,-0.029023411235421,0.21980792694018,0.0914055324471023,0.0993789832576568,0.0634785486208805,"Potential 1","Ada Tree",0.248831338175601," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1115","Subcanopy large","Subcanopy large",0.0483527279022103,-0.160517692523948,0.257223148328369,0.0435622738501725,0.053143181954248,0.106568499254936,"Potential 1","Ada Tree",0.417740840852317," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"1212","Subcanopy small","Subcanopy large",-0.07482142210648,-0.165582485527719,0.0159396413147592,-0.0770849695582416,-0.0725578746547184,0.0463075159223082,"Potential 1","Ada Tree",0.181522126842478," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1611","Subcanopy small","Subcanopy small",0.17117183902081,0.0224382619547642,0.319905416086855,0.161268204271279,0.18107547377034,0.0758858725156366,"Potential 1","Ada Tree",0.297467154132091," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"138","Canopy large","Canopy large",-0.47805134052171,-0.748419000225548,-0.207683680817871,-0.492193989331497,-0.463908691711922,0.137945218298124,"Potential 1","Weeaproinah",0.540735319407677," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"222","Canopy small","Canopy large",-0.11823728485325,-0.25385406188698,0.0173794921804796,-0.122666613113197,-0.113807956593303,0.0691935046273592,"Potential 1","Weeaproinah",0.271233554067459," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"318","Subcanopy large","Canopy large",-0.0207738711188471,-0.177057683481819,0.135509941244125,-0.0259075235779042,-0.0156402186597901,0.0797381041670758,"Potential 1","Weeaproinah",0.312567624725944," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"416","Subcanopy small","Canopy large",0.0326338747694077,-0.0378566216393621,0.103124371178177,0.030227793055219,0.0350399564835964,0.0359651998530533,"Potential 1","Weeaproinah",0.14098099281754," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"618","Canopy small","Canopy small",-0.11359286124874,-0.304320838281286,0.0771351157838057,-0.123566679371415,-0.103619043126065,0.0973119804940211,"Potential 1","Weeaproinah",0.381455954065091," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"712","Subcanopy large","Canopy small",0.0666175876162516,-0.0587301452992466,0.19196532053175,0.0619142731967634,0.0713209020357399,0.0639541001284846,"Potential 1","Weeaproinah",0.250695465830996," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"812","Subcanopy small","Canopy small",-0.0160205490505966,-0.0703760342973647,0.0383349361961714,-0.0185018207233695,-0.0135392773778238,0.0277329000305706,"Potential 1","Weeaproinah",0.108710970493536," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1116","Subcanopy large","Subcanopy large",-0.22108998492126,-0.438580714714339,-0.00359925512818182,-0.231893072313646,-0.210286897528874,0.110966697096792,"Potential 1","Weeaproinah",0.434981459586157," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"1213","Subcanopy small","Subcanopy large",-0.00406566153970729,-0.06268157662007,0.0545502535406554,-0.00689026761184148,-0.0012410554675731,0.0299066286639538,"Potential 1","Weeaproinah",0.117231830160725," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1612","Subcanopy small","Subcanopy small",0.340387650588875,0.230188820984802,0.450586480192948,0.325356653295187,0.355418647882564,0.0562249258013449,"Potential 1","Weeaproinah",0.220397659208146," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"139","Canopy large","Canopy large",-0.684239771117626,-1.10161702913191,-0.266862513103342,-0.704679900972662,-0.66379964126259,0.212951493653201,"Potential 1","ANU363",0.834754516028568," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"223","Canopy small","Canopy large",-0.252839049084669,-0.394452830876715,-0.111225267292623,-0.25876720008888,-0.246910898080459,0.0722532571562934,"Potential 1","ANU363",0.283227563584092," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"417","Canopy small","Canopy small",-0.00205723263606902,-0.183306447456623,0.179191982184485,-0.00695019692273511,0.00283573165059706,0.0924757884584739,"Potential 1","ANU363",0.362498429641107," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"140","Canopy large","Canopy large",-0.452012721798497,-0.856501888113688,-0.0475235554833053,-0.468368865248153,-0.435656578348841,0.206375815834245,"Potential 1","ANU589",0.808978332630383," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"224","Canopy small","Canopy large",-0.0727071313193989,-0.272115602755305,0.126701340116507,-0.0777782978654267,-0.067635964773371,0.101740885551375,"Potential 1","ANU589",0.398816942871812," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"319","Subcanopy large","Canopy large",-0.116039168406697,-0.454400129465596,0.222321792652202,-0.120785351924627,-0.111292984888767,0.172636315630209,"Potential 1","ANU589",0.676721922117798," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"418","Subcanopy small","Canopy large",-0.0670474907290289,-0.156847542107592,0.022752560649534,-0.0703979162688315,-0.0636970651892262,0.0458171946458681,"Potential 1","ANU589",0.179600102757126," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"619","Canopy small","Canopy small",-0.0511281579459218,-0.295621817360966,0.193365501469122,-0.059059379937356,-0.0431969359544876,0.124743955166309,"Potential 1","ANU589",0.488987318830088," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"713","Subcanopy large","Canopy small",0.298603264012546,-0.0535844435850916,0.650790971610183,0.292022030503578,0.305184497521513,0.17969090777976,"Potential 1","ANU589",0.704375415195275," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"813","Subcanopy small","Canopy small",-0.125662474584886,-0.207121653647854,-0.0442032955219191,-0.128204470621437,-0.123120478548336,0.041561569347961,"Potential 1","ANU589",0.162918358125935," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1117","Subcanopy large","Subcanopy large",-0.438244931483588,-1.31341467781471,0.436924814847538,-0.448582911522061,-0.427906951445115,0.446523381671476,"Potential 1","ANU589",1.75033949266225," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"1214","Subcanopy small","Subcanopy large",0.096214425875837,-0.0793438695517438,0.271772721303418,0.0929977430915534,0.0994311086601205,0.0895722048019057,"Potential 1","ANU589",0.351116590855162," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1613","Subcanopy small","Subcanopy small",0.265592811324655,0.126676271345861,0.404509351303448,0.255894479541699,0.275291143107611,0.0708770880865922,"Potential 1","ANU589",0.277833079957587," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"141","Canopy large","Canopy large",-1.2594372389308,-2.15180900403322,-0.367065473828391,-1.27463145996257,-1.24424301789904,0.455300083134858,"Potential 1","Turtons",1.78474353020483," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"225","Canopy small","Canopy large",0.317475863857809,-0.213735296773352,0.84868702448897,0.308645516038387,0.326306211677231,0.271031082622582,"Potential 1","Turtons",1.06242232126232," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"320","Subcanopy large","Canopy large",0.212632150782768,-0.176986030219496,0.602250331785033,0.205726685560568,0.219537616004969,0.198788439009861,"Potential 1","Turtons",0.779236362004529," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"419","Subcanopy small","Canopy large",0.00477563219092301,-0.105933952414018,0.115485216795864,0.00227184768997227,0.00727941669187375,0.0564855198759795,"Potential 1","Turtons",0.221419169209882," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"620","Canopy small","Canopy small",-0.420158321640733,-0.959024735387585,0.118708092106118,-0.427143281943582,-0.413173361337884,0.274936895778372,"Potential 1","Turtons",1.0777328274937," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"714","Subcanopy large","Canopy small",-0.0320912975938679,-0.206763439036507,0.142580843848771,-0.0353123506027269,-0.028870244585009,0.0891200771138812,"Potential 1","Turtons",0.349344282885279," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"814","Subcanopy small","Canopy small",0.0133284278868849,-0.102492796070681,0.129149651844451,0.0104283883345228,0.016228467439247,0.0590935470606343,"Potential 1","Turtons",0.231642447915132," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1118","Subcanopy large","Subcanopy large",0.0290968692196804,-0.170424408931012,0.228618147370373,0.0206041451579213,0.0375895932814394,0.10179844105529,"Potential 1","Turtons",0.399042556301384," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"1215","Subcanopy small","Subcanopy large",0.0696894231991342,-0.0236469345158609,0.163025780914129,0.0655249555265466,0.0738538908717219,0.0476214657265238,"Potential 1","Turtons",0.18667271542999," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1614","Subcanopy small","Subcanopy small",0.109269437225909,-0.0295478073115567,0.248086681763374,0.0984040321357551,0.120134842316063,0.0708264262162154,"Potential 1","Turtons",0.277634489074931," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"142","Canopy large","Canopy large",-0.169312765891347,-0.449895464277423,0.111269932494729,-0.174738334909436,-0.163887196873258,0.143157068496807,"Potential 1","Lardner",0.561165396772152," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"226","Canopy small","Canopy large",-0.0703158017474977,-0.216806142786851,0.0761745392918561,-0.0731769922349848,-0.0674546112600107,0.0747413433077602,"Potential 1","Lardner",0.292980682078708," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"321","Subcanopy large","Canopy large",0.0276698827805644,-0.125382234661757,0.180722000222886,0.0242339941248831,0.0311057714362456,0.0780892499298848,"Potential 1","Lardner",0.306104234884642," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"420","Subcanopy small","Canopy large",0.0207702744508887,-0.100287466675281,0.141828015577058,0.0174295878139104,0.0241109610878671,0.0617652885874727,"Potential 1","Lardner",0.242115482252339," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"621","Canopy small","Canopy small",0.0727739893753486,-0.132121086309503,0.277669065060201,0.0669507152154796,0.0785972635352176,0.104540224872007,"Potential 1","Lardner",0.409790151369704," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"715","Subcanopy large","Canopy small",0.124333179537773,-0.0106286566078855,0.259295015683432,0.120441294719926,0.128225064355621,0.0688593449727753,"Potential 1","Lardner",0.269923672291317," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"815","Subcanopy small","Canopy small",-0.0361868116677503,-0.128773823620786,0.0564002002852856,-0.0391382642630136,-0.0332353590724869,0.0472391394348827,"Potential 1","Lardner",0.185174023906072," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1119","Subcanopy large","Subcanopy large",-0.131245610071048,-0.374551705537429,0.112060485395333,-0.140802262551779,-0.121688957590317,0.124138044058742,"Potential 1","Lardner",0.486612190932762," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"1216","Subcanopy small","Subcanopy large",-0.0621945230545429,-0.165410408105355,0.0410213619962695,-0.0663770086463042,-0.0580120374627817,0.0526621335213127,"Potential 1","Lardner",0.206431770101625," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"1615","Subcanopy small","Subcanopy small",-0.171897012758207,-0.378837559485931,0.0350435339695161,-0.184986713445184,-0.15880731207123,0.10558385172383,"Potential 1","Lardner",0.413881093455447," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"143","Canopy large","Canopy large",-1.09936153616624,-2.01604289813472,-0.18268017419776,-1.12515315784652,-1.07356991448597,0.467703166588339,"Potential 1","HardyCreek",1.83336272393696," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"227","Canopy small","Canopy large",-0.0351225646274373,-0.287729015887647,0.217483886632773,-0.0406444197731056,-0.0296007094817689,0.128883210738941,"Potential 1","HardyCreek",0.50521290252042," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"322","Subcanopy large","Canopy large",-0.564767062423844,-1.21696561266932,0.0874314878216363,-0.574994275960457,-0.55453984888723,0.332760476921994,"Potential 1","HardyCreek",1.30439710049096," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"421","Subcanopy small","Canopy large",0.483349031713067,0.0738575026060714,0.892840560820063,0.475991525928894,0.490706537497241,0.208928088647043,"Potential 1","HardyCreek",0.818983058213992," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"622","Canopy small","Canopy small",0.101790675482429,-0.0803967527604678,0.283978103725325,0.0958043615497866,0.107776989415071,0.0929544775720205,"Potential 1","HardyCreek",0.364374856485793," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"716","Subcanopy large","Canopy small",0.00917119665490211,-0.242913480630365,0.26125587394017,0.00589719607022349,0.0124451972395807,0.128616994635452,"Potential 1","HardyCreek",0.504169354570535," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"816","Subcanopy small","Canopy small",0.0362080833697416,-0.122686669570743,0.195102836310227,0.0328847628886439,0.0395314038508392,0.0810702411849537,"Potential 1","HardyCreek",0.31778950588097," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1120","Subcanopy large","Subcanopy large",-0.417696792369742,-1.10471814217578,0.269324557436294,-0.424236862143351,-0.411156722596134,0.35052753786558,"Potential 1","HardyCreek",1.37404269961207," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
